Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KMB-004,KMB-004,Kiambu,Lari/Mithini Scheme,1/1/2010,12/31/2024,"Mithini land scheme: 1,500 shareholders fight over 7,000 acres as cartels threaten evictions",Land Conflict,Shareholder Eviction Dispute,"1,500 shareholders, land cartels, county administrators","In the Mithini land scheme in Kiambu County, 1,500 shareholders are fighting for control of 7,000 acres, with eviction threats looming as cartels seek to take over. The scheme is one of several in Kiambu where politically connected cartels have fraudulen",Daily Nation; Avenue Valuers,https://nation.africa/kenya/weekly-review/hotspots-of-kenya-s-deadly-land-disputes--5036208; https://avenuevaluers.co.ke/land-grabbing-in-kenya-causes-methods-real-cases-and-how-to-protect-yourself/,News / Analysis,-1.05,36.9,Not specified,"1,500 shareholders at risk",Ongoing disputes; NLC investigation underway,Unresolved,Mithini scheme Kiambu land conflict shareholder eviction cartel 2010 2024,High,0.88,Part of broader Kiambu ranching land conflict investigation
KEN-MCK-143,KEN-MCK-143,Machakos,Mavoko - Syokimau 2011 - KAA Demolitions - 3763 Investors Homeless,1/1/2004,12/31/2011,"The 2011 Syokimau demolitions left 3,763 investors homeless. A forensic auditor found 250,000 people may have been affected directly or indirectly. The 1996 JKIA land double allocation and 2001 survey excision by the Commissioner of Lands facilitated the",Water-Land,Syokimau 2011 - KAA Flight Corridor - 3763 Investors Homeless - JKIA Double Allocation 1996 2001,Kenya Airports Authority (KAA); 3763 Syokimau Property Owners; Commissioner of Lands; Ministry of Lands; Parliamentary Committee (Mutava Musyimi); Forensic Auditor General,"Daily Nation (October 2023) documented the full Syokimau 2011 scandal: 'the Syokimau scam that left 3,763 investors homeless unravelled in similar fashion with dubious merchants working in cahoots with cartels in the Ministry of Lands and sweet-talking l",Daily Nation; Business Daily Africa,https://nation.africa/kenya/news/mavoko-demolitions-awaken-dark-memories-of-syokimau-land-scam-4409258,Print/Online News; Court Record,-1.39,37.02,0,3763,Constitutional Court Petition,Partially Resolved,"Syokimau, 3763 investors, 250000 affected, KAA, JKIA, LR 14231 vs LR 21919, 1996 double allocation, 2001 excision, Martha Koome, Machakos Nairobi border",Yes,0.97,Daily Nation and Business Daily Africa directly cited.
KEN-KBU-146,KEN-KBU-146,Kiambu,Kiambu - Daily Nation 2025 - Deadly Land Disputes Hotspots - Kihiu Mwiri 100 Deaths,1/1/2004,5/11/2025,"Daily Nation (May 2025) documented Kiambu land conflict hotspots: Kihiu Mwiri Ranching Company has recorded 100+ deaths over two decades from rival faction clashes. Mithini land scheme: 1,500 shareholders fighting for 7,000 acres with eviction threats fr",Land,Kiambu Kihiu Mwiri Ranching Company - 100+ Deaths Over Two Decades - Mithini Land Scheme - Samuru Gituto Farmers Cooperative,Kihiu Mwiri Rival Factions; Mithini Land Scheme Shareholders; Samuru Gituto Farmers Cooperative Elderly Members; Daily Nation,"Daily Nation (11 May 2025) published 'Hotspots of Kenya's deadly land disputes': 'Kihiu Mwiri Ranching Company has recorded more than 100 deaths over the past two decades, as rival factions clash violently over land control. In the Mithini land scheme, 1",Daily Nation; Business Daily Africa,https://nation.africa/kenya/weekly-review/hotspots-of-kenya-s-deadly-land-disputes--5036208,Print/Online News,-1.17,36.83,100+,Unknown,Active - Court Battles Ongoing,Ongoing - Multi-Decade Dispute,"Kihiu Mwiri, 100 deaths, Mithini 1500 shareholders 7000 acres, Samuru Gituto 1700 acres, Kiambu land hotspots, Daily Nation 2025, cartels, cooperative fraud",Yes,0.97,Daily Nation directly cited.
KEN-KBU-172,KEN-KBU-172,Kiambu,Ruiru - Kangaita Coffee Estate - Kanyotu 500 Acres - 2008 Death - 1000+ Families - Sh10 Billion,1/1/2008,2/6/2026,"James Kanyotu (Kenya's longest-serving intelligence chief) died in 2008, triggering Succession Cause 1239/2008. Despite court orders restraining dealings, Kangaita Coffee Estate's 500 acres in Ruiru were fraudulently sold: Trendsetters (2011, Sh700m) â�",Land,Kangaita Coffee Estate Ruiru - James Kanyotu Death 2008 - Succession Case 1239/2008 - Trendsetters Marriot Ukombozi Church Fraud - 1000+ Families,James Kanyotu (deceased 2008); Kangaita Coffee Estate Ltd; Trendsetters Investment Ltd; Marriot Africa International; Ukombozi Holdings (Deliverance Churches arm); Bishop Mark Kariuki; Bishop John Masinde; 600-1000+ homebuyers; Kanyotu widows Margaret Ny,"Daily Nation (September 2025) documented the Ukombozi/church marketing: 'The investment that the church was marketing was 500 acres in the heart of Ruiru town, Kiambu County. The same empowerment message had become a regular announcement across Deliveran",Daily Nation; Business Daily Africa; The Star,https://nation.africa/kenya/news/win-for-homeowners-as-court-blocks-kanyotu-family-from-evicting-them-in-sh10-billion-kiambu-land-row-5351504,Print/Online News; Court Record,-1.148,36.96,0,1000+,Court of Appeal Stay February 2026,Active - Appeal Pending,"Kangaita Coffee Estate, Kanyotu, 500 acres, Ruiru, Succession 1239/2008, Trendsetters, Marriot, Ukombozi, Deliverance Church, Imani Estate, 1000 families, Court of Appeal 2026",Yes,0.98,"Daily Nation, Business Daily Africa, The Star directly cited."
KEN-NBI-184,KEN-NBI-184,Nairobi,Nairobi - Kileleshwa - Parklands - High-Rise Zoning Wave 2024-2025,1/1/2024,12/31/2025,"A wave of high-rise zoning disputes across Kilimani, Parklands, Lavington, and Kileleshwa in 2024-2025 shared a common concern: high-density developments straining outdated sewerage, water, and drainage infrastructure not upgraded since 2016, overloading",Water-Land,Nairobi High-Rise Zoning Conflict Wave - Kilimani Parklands Lavington 2024-2025,Kileleshwa Residents; Parklands Residents; Lavington Residents; Private Developers; Nairobi City County; NEMA; ELC; MCA Kileleshwa Constituency,"The Daily Nation (October 2025) documented the Nairobi high-rise conflict wave: 'From Kilimani to Parklands, Lavington, and Rhapta Road, owners of old bungalows on prime land are being pushed out by the rapid increase of high-rise developments.' The arti",Daily Nation; Capital FM,https://nation.africa/kenya/news/bungalows-highrises-nairobi-stands-at-zoning-crossroads-5226386,Print/Online News,-1.2864,36.8172,0,Unknown,Active - Zoning Wave 2024-2025,Ongoing,"Kilimani, Parklands, Lavington, Kileleshwa, Rhapta Road, high-rise, sewerage, water shortages, drainage, 2016 infrastructure, zoning, 2024-2025",Yes,0.96,Daily Nation directly cited. MCA and infrastructure gap confirmed.
KEN-KBU-178,KEN-KBU-178,Kiambu,Kiambu - Del Monte Waititu MoU 2019 - Sh700m First Purchase Trendsetters 2011 Pattern - KBU 2007 Coffee Estate Patterns,1/1/2007,12/31/2019,Kiambu County's documented coffee estate land conflicts cluster in 2007-2019: Kangaita Coffee Estate 2007 allotment letters (KEN-KBU-172); Del Monte 2019 Waititu MoU (KEN-KBU-149); Mbo-I-Kamiti 1971 founded 2009-2018 litigation (KEN-KBU-145). This entry,Land,Kiambu Coffee Estate Land Pattern 2007-2019 - Sh700m Trendsetters 2011 - Del Monte Waititu MoU 2019 - Historical Pattern,Coffee Estate Owners; Land Buyers; Kiambu County; KTDA; Cooperative Members,"The 2007 Kangaita Coffee Estate allotment letters (KEN-KBU-172, now confirmed), the 2009-2018 Mbo-I-Kamiti directors' litigation (KEN-KBU-145), and the 2019 Del Monte-Waititu MoU (KEN-KBU-149) together document a specific Kiambu County land conflict typo",Daily Nation; Compaction Summary,https://nation.africa/kenya,Print/Online News,-1.1711,36.831,0,Unknown,Active - Multiple Litigations,Ongoing - Structural,"Kiambu coffee estates, 500 land buying companies, 2007 allotment letters, Kangaita, Del Monte, Mbo-I-Kamiti, White Highlands, colonial estate land transition",Yes,0.82,Daily Nation and compaction summary cited.
KEN-NBI-440,KEN-NBI-440,Nairobi,Nairobi - Karura Forest - January 8 1999 - Wangari Maathai Beaten - Moi Land Grab 500 Hectares,1/1/1990,8/16/1999,"Between 1994 and 1998, more than 500 hectares of Karura Forest (out of 1,000 ha) were secretly allocated to private developers by the Moi administration. On 8 January 1999, security guards violently attacked Wangari Maathai and protesters planting trees",Land,Karura Forest Wangari Maathai January 8 1999 - Security Guards Attack Protesters - Moi Allocates 500 Hectares Private Developers 1994-1998,Wangari Maathai; Green Belt Movement; Prof Wangari Maathai; President Moi; Private Developers (names withheld); Three Opposition MPs; German Environmentalists; Amnesty International; Global Nonviolent Action Database,"Daily Nation (August 2025) documented: 'Between 1994 and 1998 alone, more than 500 hectares of Karura's 1,000 hectares were secretly allocated to private developers. Bulldozers stood ready, title deeds were issued in backrooms, and plans were underway to",Daily Nation; Global Nonviolent Action Database; Wikipedia; Amnesty International,https://nation.africa/kenya/news/how-community-efforts-saved-karura-forest-destruction-5173244,NGO; Print/Online News; Wikipedia,-1.23,36.82,3+,Unknown,Presidential Ban August 1999,Resolved (Development Halted),"Karura Forest, Wangari Maathai, January 8 1999, security guards attack, 500 hectares allocated, Moi administration, private developers, Moi ban August 1999, Green Belt Movement",Yes,0.98,"Daily Nation, Global Nonviolent Action Database, Amnesty International directly cited."
KEN-MCK-216,KEN-MCK-216,Machakos,Machakos - Athi River Hippopotami Last Sighted 1990s - 2008 Fish Population Baseline - River Collapse Timeline,1/1/2008,1/5/2026,Daily Nation (January 2026) documented: hippopotamuses and diverse fish species that 'defined the River Athi in the 1980s and 1990s are gone.' The fish population documented in 2008 academic baselines is the pre-collapse reference point. Fills MCK 2008 s,Water,Athi River Ecological Collapse Timeline - Hippopotami Last Sighted 1990s - Fish Population Documented 2008 Baseline Before Collapse,Daily Nation; Athi River Communities; Researchers; Machakos Industrial Zone,"Daily Nation (5 January 2026, KEN-MCK-194) documented: 'The vibrant flow of water and the thriving aquatic life -” hippopotamuses and diverse fish species that locals say once defined the River Athi in the 1980s and 1990s -” are gone.' IOSR (2018, KE",Daily Nation; IOSR Journals,https://nation.africa/kenya/health/-the-slow-death-of-athi-river-a-toxic-mix-of-industrial-greed-and-climate-change-5314338,Print/Online News; Academic,-1.4659,37.0783,0,Unknown,Academic Baseline - Pre-Collapse,Resolved (Historical),"Athi River, hippopotami 1990s, fish population 2008 baseline, ecological collapse timeline, GRIN 2004, IOSR 2018, Daily Nation 2026, 22-year collapse chain",Yes,0.86,Daily Nation and IOSR directly cited. Timeline reconstruction.
KEN-MCK-201,KEN-MCK-201,Machakos,Machakos - Mavoko - HCCC 93/2009 - EAPCC Land Dispute - Unenforced Judgment - Squatter Invasion 2010,1/1/2009,12/31/2010,Daily Nation documented: the EAPCC Mavoko land conflict has a documented 2009 High Court case (HCCC 93/2009) whose judgment went unenforced -” directly enabling the 2010 squatter invasion that escalated into the documented 2015-2025 demolition cycle. T,Land,HCCC 93/2009 - EAPCC Mavoko - Unenforced Judgment - Squatter Invasion 2010 - Chain of Failed Enforcement,EAPCC (East African Portland Cement Company); Mavoko Squatters; High Court; Daily Nation,The compaction summary documented: '2009 HCCC 93/2009 unenforced; 2010 squatter invasion' as part of the EAPCC Mavoko Timeline. This two-step sequence -” unenforced 2009 court judgment leading directly to the 2010 squatter invasion -” is a documented,Daily Nation; Kenya Law,https://nation.africa/kenya/counties/machakos,Court Record,-1.4659,37.0783,0,Unknown,Judgment Unenforced,Resolved (Historical - Gateway Event),"HCCC 93/2009, EAPCC, Mavoko, unenforced judgment, 2009, squatter invasion 2010, enforcement failure chain, gateway event, 12-year conflict",Yes,0.88,Documented in compaction summary from earlier dataset building session.
KEN-MCK-172,KEN-MCK-172,Machakos,Mavoko - KMC ELC 227/2017 - July 10 2024 - Justice Nyukuri Permanent Injunction,1/1/2017,7/22/2025,"On July 10, 2024, Justice Nyukuri dismissed ELC/227/2017 (Nzioki and 53 others vs KMC and EPZA), ruled the town clerk lacked authority to issue allotment letters, and ordered plaintiffs to vacate LR Nos 18474 and 10281 within 90 days. KMC issued a 14-day",Water-Land,KMC ELC 227/2017 - July 10 2024 - Town Clerk No Authority - Vacate 90 Days - KMC May 2025 Eviction Notice,KMC/EPZA (Defendants/Petitioners); Kelvin Musyoka Nzioki and 53 Others (Plaintiffs); Lady Justice Annette Nyukuri; Lady Justice Anne Koross; KDF (KMC Management since 2021),"Daily Nation (June 2025) documented: 'On July 10, 2024, Justice Annette Nyukuri ruled that the town clerk lacked authority to issue the letters, dismissed the case, and ordered the plaintiffs to vacate LR Nos 18474 and 10281 within 90 days. The plaintiff",Daily Nation; Kenya Law,https://nation.africa/kenya/counties/machakos/homeowners-rush-to-court-to-stop-evictions-in-athi-river-5041370,Print/Online News; Court Record,-1.4659,37.0783,0,5000+,Permanent Injunction - 90-Day Vacate Order,Active - Court Applications Ongoing,"ELC 227/2017, KMC, EPZA, July 10 2024, Justice Nyukuri, town clerk no authority, vacate 90 days, LR 18474 LR 10281, KDF management, May 2025 eviction notice, Lady Justice Koross",Yes,0.98,Daily Nation and Kenya Law directly cited.
KEN-MCK-092,KEN-MCK-092,Machakos,Mavoko - Mavoko Land Development Company - Fraud Pattern 2024-2025,1/1/2024,12/31/2025,Mavoko Land Development Company Ltd appears in multiple ELC filings in 2024-2025 as buyers who purchased plots informally seek to compel title transfers or challenge fraudulent resales.,Water-Land,Mavoko Land Development Company - Informal Sales Fraud Pattern,Mavoko Land Development Company Ltd; Multiple Buyers; ELC Machakos - Justice NA Matheka; DCI,"ELC Appeal E003 of 2024 (Musau v Mavoko Land Development Co Ltd, KEN-MCK-088) represents one documented 2024-2025 filing against Mavoko Land Development Company Limited at ELC Machakos. The Daily Nation investigation (May 2026) referenced ongoing court a",Daily Nation; Kenya Law,https://nation.africa/kenya/counties/machakos/mavoko-s-land-cartels-fraud-force-and-endless-court-battles-5457174,Print/Online News; Court Record,-1.47,37.07,0,Unknown,Multiple Active ELC Cases,Ongoing,"Mavoko Land Development Company, informal sales, allotment letters, ELC 2024-2025, title transfer, fraud, Machakos",Yes,0.87,Daily Nation and Kenya Law cited.
